List Title,Last Published Date,List Ranking,Prior List Ranking,Ranking Criteria,Ranking Info,Classification,Record Name,Address 1,City,State,Zip,Latitude,Longitude,Year Founded,Employees,Emp Count Source,Emp Count Timeframe,Emp Count Timestamp,Revenue,Revenue Source,Revenue Timeframe,Revenue Last Updated,Business Description
Fastest-Growing Private Companies,11/5/2021 0:00,16,,Average percent change,62.17893218,Employers and Who's Who,Think Systems Inc.,8 Market Place,Baltimore,Maryland,21202,39.2895403,-76.6072133,,103,# employees,2022,6/29/2022,12000000,Revenue,2021,4/14/2022,"Founded in 2004, Think is a national technology and operations management consulting practice, providing services to both the private and public sectors. Think's offering spans services from technology and operations advisory and strategic development, technology and operations transformation, post-merger integration, venture and PE shared services support for portfolio companies, and strategic hiring support services for c-level and upper-level technical and operations management. To learn more, visit us at thinkconsulting.com."
Fastest-Growing Private Companies,11/5/2021 0:00,16,,Average percent change,62.17893218,Employers and Who's Who,Think Systems Inc.,8 Market Place,Baltimore,Maryland,21202,39.2895403,-76.6072133,,103,# employees,2022,6/29/2022,12000000,Revenue,2021,4/14/2022,"Founded in 2004, Think is a national technology and operations management consulting practice, providing services to both the private and public sectors. Think's offering spans services from technology and operations advisory and strategic development, technology and operations transformation, post-merger integration, venture and PE shared services support for portfolio companies, and strategic hiring support services for c-level and upper-level technical and operations management. To learn more, visit us at thinkconsulting.com."
Fastest-Growing Private Companies,11/5/2021 0:00,17,,Average percent change,54.67552531,Employers and Who's Who,Mindgrub Technologies LLC,1215 E. Fort Ave.,Baltimore,Maryland,21230,39.270012,-76.596672,2002,124,# employees,2022-Q2,6/10/2022,21660483,Revenue,2021,4/14/2022,"Mindgrub Technologies is an award-winning digital agency whose mission is to create technology that people love to use - technology that makes lives better, jobs easier, and helps businesses thrive. A member of the Inc. 5000 for nine years running, Mindgrub is headquartered in Baltimore, Maryland with offices in Charlotte, New York City, Philadelphia, and Washington, D.C."
Fastest-Growing Private Companies,11/5/2021 0:00,18,,Average percent change,42.69610946,Employers and Who's Who,OBO,7165 Columbia Gateway Drive,Columbia,Maryland,21046,39.1808959,-76.8068141,,36,# employees,2022,1/25/2022,2626992,Revenue,2021,1/25/2022,"OBO specializes in digitizing sales, marketing, customer service, and project management for companies that want to get the most from their technology investments.  Their services include needs analysis, configuration, implementation, migration, optimization, and integrations of business systems."
Fastest-Growing Private Companies,11/5/2021 0:00,18,,Average percent change,42.69610946,Employers and Who's Who,OBO,7165 Columbia Gateway Drive,Columbia,Maryland,21046,39.1808959,-76.8068141,,36,# employees,2022,1/25/2022,2626992,Revenue,2021,1/25/2022,"OBO specializes in digitizing sales, marketing, customer service, and project management for companies that want to get the most from their technology investments.  Their services include needs analysis, configuration, implementation, migration, optimization, and integrations of business systems."
Fastest-Growing Private Companies,11/5/2021 0:00,19,7,Average percent change,40.39472959,Employers and Who's Who,Kermit,11350 McCormick Road,Hunt Valley,Maryland,21031,39.4939384,-76.6605713,,26,# employees,2022-Q2,6/8/2022,6342225,"Revenue, Companywide",2021,6/8/2022,Cost reduction and spend management software and services for hospitals and health systems in the area of implantable medical device procurement and utilization (physician preference items).
Fastest-Growing Private Companies,11/5/2021 0:00,20,,Average percent change,37.6273326,Employers and Who's Who,Abile Group,1997 Annapolis Exchange Parkway,Annapolis,Maryland,21401,38.9877586,-76.538269,,63,# employees,2022,1/25/2022,7363881,Revenue,2020,4/14/2022,"We are Abile & Agile!  Abile Group's Performance & Program Management team understands and supports the challenges facing today's government agencies and contractors - ranging from compliance with regulatory requirements to defining and achieving success in an organization. Our IT and Systems Engineering Division is a solutions-oriented group with proven successes managing the entire Engineering lifecycle.  Our cross-trained Systems, Network, Cyber & Audio/Video Engineers understand both business and technology. This unique perspective enhances productivity through innovation as well as constant process improvements, maximized tool potential, and organization-wide understanding of success-driven metrics.  Let us change the way you think about Government Contracting."
Fastest-Growing Private Companies,11/5/2021 0:00,21,,Average percent change,37.33079023,Employers and Who's Who,Sensible Solutions and Technology Inc.,10830 Guilford Road,Annapolis Junction,Maryland,20701,39.1303568,-76.7954414,2003,49,# employees,2022-Q4,2/4/2022,10843376,"Revenue, Companywide",2021,5/31/2022,"SSATI is an information technology service provider specializing in contract work with the federal government and defense agencies. We offer our customers the very best: our team of dedicated, knowledgeable information technology professionals are passionate about staying at the top of their industry. Our mission-critical experience and skills makes us an in-demand partner for customers looking for excellence. Our employees are well-known for describing our company as feeling like a family; we strive every day to keep that feeling going. Our employees are our top priority, and we're committed to helping them be the very best."
Fastest-Growing Private Companies,11/5/2021 0:00,22,,Average percent change,35.76251319,Employers and Who's Who,IMRE LLC,210 W. Pennsylvania Ave.,Towson,Maryland,21204,39.4012887,-76.6079432,1993,213,# employees,2022-Q3,8/19/2022,45052000,Revenue,2021,8/19/2022,"At imre, we deliver disruptive ideas that defy the status quo for many of the world's leading and high-growth brands. 

Driven by innovation, the agency's integrated suite of marketing services include brand strategy, full service creative and content production, earned media, digital and social marketing, media planning and a robust integrated suite of data management, measurement & analytics. 

Imre’s diversified and growing portfolio of brands including Airstream, AstraZeneca, Bausch & Lomb, Dickies, GSK, INFINITI, John Deere, the NFL,T. Rowe Price and Viatris. The agency is LGBTQ-founded and is a certified diverse supplier registered with the National Gay & Lesbian Chamber of Commerce."
Fastest-Growing Private Companies,11/5/2021 0:00,22,,Average percent change,35.76251319,Employers and Who's Who,IMRE LLC,210 W. Pennsylvania Ave.,Towson,Maryland,21204,39.4012887,-76.6079432,1993,213,# employees,2022-Q3,8/19/2022,45052000,Revenue,2021,8/19/2022,"At imre, we deliver disruptive ideas that defy the status quo for many of the world's leading and high-growth brands. 

Driven by innovation, the agency's integrated suite of marketing services include brand strategy, full service creative and content production, earned media, digital and social marketing, media planning and a robust integrated suite of data management, measurement & analytics. 

Imre’s diversified and growing portfolio of brands including Airstream, AstraZeneca, Bausch & Lomb, Dickies, GSK, INFINITI, John Deere, the NFL,T. Rowe Price and Viatris. The agency is LGBTQ-founded and is a certified diverse supplier registered with the National Gay & Lesbian Chamber of Commerce."
